"Total_Weight";"Attribute"
0.38348023827702654;"VR3_Dzs"
0.5309122120061623;"PubchemFP516"
0.3764577965573623;"SpMax3_Bhe"
0.38570586599752377;"SpMax8_Bhs"
0.5573308098163473;"avalon_fp757"
0.5233538689832034;"PubchemFP633"
0.5148507882036438;"PubchemFP549"
0.35122193079393627;"EE_Dzs"
0.4279003522224877;"minHother"
0.5235810808115383;"ETA_Eta_B_RC"
0.45833387952361854;"PubchemFP490"
0.45833387952361854;"PubchemFP556"
0.4205977904828174;"SpMax6_Bhe"
0.4649571793006347;"PubchemFP791"
0.4676994097558597;"avalon_fp930"
0.5065907858221479;"PubchemFP464"
0.5593447399532773;"PubchemFP546"
0.3653154284280575;"EE_Dze"
0.5418439390532496;"PubchemFP651"
0.3852539064999641;"ZMIC4"
0.5921480262842916;"MATS1p"
0.5275114443314223;"PubchemFP600"
0.4871196392069859;"avalon_fp412"
0.5380422804264721;"PubchemFP606"
0.5298373750907199;"PubchemFP377"
0.5369610102318022;"SaaaC"
0.5493013102549152;"PubchemFP502"
0.37064448322595217;"SpMax4_Bhv"
0.39724708199680475;"ATS7v"
0.4584991735739822;"avalon_fp281"
0.4598558999605951;"maxaaCH"
0.525571032828259;"ATS1e"
0.3596144261511664;"EE_Dzi"
0.5007033805374921;"naaaC"
0.3537133294127488;"SpMax4_Bhp"
0.38891139360862864;"avalon_fp15"
0.3711878532763746;"VR3_Dzv"
0.5510073747539967;"SpMax7_Bhi"
0.3683434489285229;"GGI6"
0.3366122205252431;"SpDiam_Dzs"
0.36736898105908866;"EE_DzZ"
0.551991074643938;"SpMax5_Bhe"
0.36657782884955725;"EE_Dzm"
0.34933528067013303;"SpAD_Dzs"
0.4380170538951545;"ATSC1v"
0.33700618960654605;"SpAbs_Dzs"
0.347727815565383;"SpMax_Dzs"
0.41463624926852843;"kappa1"
0.5301525834204774;"PubchemFP541"
0.32701169749926684;"SpMin4_Bhi"
0.37489826298846884;"VR3_Dzm"
0.47815498137245815;"avalon_fp294"
0.3755155612495452;"VR3_DzZ"
0.3738094217021405;"VR3_Dze"
0.3797615482564341;"SpDiam_Dze"
0.3823360604194454;"JGI9"
0.4966048062405446;"PubchemFP545"
0.36032219738614385;"EE_Dzv"
0.5300847283053238;"SpMax_Dze"
0.5297299087016953;"SpAD_Dze"
0.5286950632872901;"SpAbs_Dze"
0.3589144470608108;"GGI5"
0.5107344532937077;"PubchemFP665"
0.5420838589736068;"SpDiam_Dzi"
0.5221909693187888;"PubchemFP381"
0.36519222195349527;"VR3_Dzi"
0.523551214892379;"SpMax_Dzi"
0.3594908871490929;"SpMax3_Bhi"
0.523460003856486;"SpAD_Dzi"
0.5224919407186298;"PubchemFP498"
0.46545824232774924;"slogp_VSA11"
0.5981023892508114;"SpMax2_Bhm"
0.5451459920539679;"VPC-6"
0.5212011900443028;"SpAbs_Dzi"
0.48095347251655823;"avalon_fp811"
0.5471560213489467;"SpDiam_DzZ"
0.5474451461811785;"SpDiam_Dzm"
0.4546849720815046;"SpMin2_Bhp"
0.5308713215895309;"SpMax_DzZ"
0.5290176232608761;"SpAD_DzZ"
0.5290836232176597;"SpAD_Dzm"
0.5305734992758545;"SpMax_Dzm"
0.5283655100826979;"SpAbs_DzZ"
0.5287578883637332;"SpAbs_Dzm"
0.35809935346517235;"SpMax7_Bhs"
0.54628240400768;"SpMax6_Bhi"
0.4844247086064262;"PubchemFP437"
0.39403211629168444;"RotBtFrac"
0.32160893356209896;"SpMin4_Bhe"
0.5014030863262269;"PubchemFP382"
0.3485777058271788;"SpMax4_Bhe"
0.3911836718617642;"avalon_fp953"
0.35646876831895974;"VR3_Dzp"
0.389810794671498;"PubchemFP193"
0.4163362354223951;"avalon_fp456"
0.3932494102964017;"avalon_fp554"
0.3644034035912849;"VR3_Dt"
0.3830234134224665;"slogp_VSA10"
0.32074566928697223;"SpMin6_Bhv"
0.46936201832700875;"SpMin2_Bhs"
0.33548961364180296;"IC4"
0.4975348630917818;"ATS0e"
0.46561820839710405;"PubchemFP578"
0.4562226041108261;"PubchemFP384"
0.2894336485001039;"GGI1"
0.46534479937707796;"PubchemFP584"
0.46534479937707796;"PubchemFP677"
0.42187953240149384;"minHaaCH"
0.5198038305564487;"VPC-5"
0.46444079993037507;"PubchemFP603"
0.3427162739844182;"EE_Dzp"
0.46131389804069534;"PubchemFP552"
0.4610420957286642;"PubchemFP470"
0.4610420957286642;"PubchemFP520"
0.4934706067196918;"Spe"
0.41429620929958627;"avalon_fp952"
0.44816096355906404;"avalon_fp479"
0.47417853482700245;"PubchemFP607"
0.45823817961607655;"PubchemFP595"
0.45823817961607655;"PubchemFP608"
0.3753565867497921;"avalon_fp93"
0.4914079994456268;"Sse"
0.5077568564239353;"SpMax5_Bhi"
0.45564868799549585;"PubchemFP634"
0.45564868799549585;"PubchemFP668"
0.45784459579252074;"avalon_fp670"
0.49049240302064806;"Sare"
0.509033546639758;"SpDiam_Dzv"
0.5075274604707893;"SpAD_Dzv"
0.5104200087583597;"SpMax_Dzv"
0.5047928764345877;"SpAbs_Dzv"
0.4645843652448393;"avalon_fp287"
0.429461920941391;"SdsCH"
0.4413465840347431;"avalon_fp818"
0.4414036854009954;"PubchemFP355"
0.4263803909793905;"SpMin7_Bhp"
0.4632076783135886;"PubchemFP370"
0.3264701554325456;"SpMin7_Bhv"
0.31453218361637447;"SpMin3_Bhs"
0.31371279171501804;"VR3_D"
0.3008125253384753;"SpMAD_Dze"
0.5215908514779009;"SHdsCH"
0.4198795396735248;"SpMin2_Bhv"
0.43576645143694337;"avalon_fp158"
0.4845882906893198;"avalon_fp871"
0.4444908404539851;"PubchemFP570"
0.4082679788769666;"nHdsCH"
0.4082679788769666;"ndsCH"
0.32908143445966287;"peoe_VSA7"
0.42527168022517153;"avalon_fp97"
0.5081459939988328;"avalon_fp1018"
0.2757474164452021;"SpMin6_Bhp"
0.4059376797356336;"avalon_fp204"
0.32235426450652876;"SpMax4_Bhi"
0.3617276903424652;"avalon_fp301"
0.42234371609088805;"ATS0m"
0.2997111316032717;"SpMin4_Bhp"
0.44018745202422654;"PubchemFP495"
0.44331596196006046;"PubchemFP371"
0.46517705438350593;"avalon_fp366"
0.2977780226138227;"SpMAD_Dzi"
0.4803797186217013;"SpMin6_Bhm"
0.4196628442274555;"avalon_fp419"
0.38916328337221484;"PubchemFP179"
0.44259042294406076;"avalon_fp443"
0.37418573329072236;"avalon_fp988"
0.36230795559756307;"avalon_fp50"
0.48149309363264015;"SpMax_Dzp"
0.47267377379774295;"avalon_fp344"
0.4288613132481099;"PubchemFP618"
0.4736603810327796;"SpAD_Dzp"
0.3332999481488727;"avalon_fp721"
0.2936476490620814;"IC1"
0.3423804023303605;"avalon_fp983"
0.47937713697763695;"SpDiam_Dzp"
0.47251716459482473;"SpAbs_Dzp"
0.3218438905043416;"PubchemFP818"
0.300157754881175;"SpMin3_Bhp"
0.4759090543432148;"PubchemFP542"
0.4656027594617523;"SpMin5_Bhp"
0.40730812633944397;"MATS1v"
0.3345461490165167;"ETA_Eta"
0.2862757279307555;"SpMin6_Bhe"
0.4259699149314215;"minaaCH"
0.42081790721305457;"PubchemFP255"
0.36639470877991853;"GGI8"
0.31786898009243025;"ATS2e"
0.45215678246965285;"avalon_fp651"
0.27886793181284675;"SpMAD_DzZ"
0.48662582591917464;"SpMin7_Bhm"
0.3287725886354413;"ATS7m"
0.4031073243599852;"avalon_fp905"
0.2765913506346467;"SpMAD_Dzm"
0.3470924205508772;"avalon_fp69"
0.321309433532982;"NumAtoms"
0.3177124356925877;"PubchemFP199"
0.3581448050745725;"PubchemFP696"
0.28840922172132516;"MQN41"
0.5237782502053251;"SaasC"
0.4609027952640117;"peoe_VSA11"
0.33256246303178544;"ATS6e"
0.3776314083603234;"MDEC-22"
0.3415254026735152;"JGI10"
0.37078495828816777;"avalon_fp1015"
0.3556779569241706;"ATS4m"
0.4089934483766869;"avalon_fp877"
0.43060467294152843;"PubchemFP683"
0.4554706745765522;"PubchemFP590"
0.3527497811016152;"VC-3"
0.39584655355219345;"AATS2i"
0.41181018019007387;"avalon_fp901"
0.3560392654824424;"ASP-3"
0.3590113650458795;"avalon_fp938"
0.3265304821721202;"avalon_fp807"
0.3646027129944299;"AATS0i"
0.29912830924717926;"ETA_BetaP_s"
0.33431799669806916;"SpMax6_Bhs"
0.319797026610912;"ATS5e"
0.4674359242625227;"SpMin5_Bhv"
0.29830698709856474;"SpMin5_Bhe"
0.3671940189596443;"PubchemFP599"
0.35177344837405994;"avalon_fp13"
0.40051651284814754;"PubchemFP628"
0.41792334557023536;"avalon_fp771"
0.3180802165367985;"ATS7e"
0.39127078713124946;"MATS1i"
0.3662523321022772;"VCH-6"
0.3549295223913228;"avalon_fp985"
0.4333844128538837;"avalon_fp118"
0.47008837587185914;"GATS6v"
0.35892744907325747;"PubchemFP385"
0.39190000355236065;"avalon_fp465"
0.3855715673807336;"VCH-7"
0.3466101687414433;"avalon_fp658"
0.2876883166206429;"SpMin4_Bhv"
0.44181637257261047;"SpMAD_Dzv"
0.3052793452639189;"ATS3e"
0.6015625562117858;"SpMax1_Bhm"
0.5052471213923865;"GATS1m"
0.36728041080424734;"PubchemFP714"
0.30390257967457623;"GATS8m"
0.25473058192282455;"ETA_Eta_L"
0.29267729053840363;"SpMin4_Bhs"
0.3192107264362765;"SpMin8_Bhv"
0.3097311080283251;"avalon_fp1004"
0.4855287066849608;"SpMin3_Bhv"
0.3018934292601854;"avalon_fp160"
0.31518583098622904;"SpMax5_Bhs"
0.49067707195166105;"maxaaaC"
0.3490561338274215;"avalon_fp388"
0.4426630603903061;"ATS4e"
0.36305162750898246;"PubchemFP178"
0.3728878931952822;"PubchemFP585"
0.3728878931952822;"PubchemFP657"
0.3338334143554618;"avalon_fp316"
0.2582756532033574;"SC-3"
0.2715091780792047;"SM1_Dzm"
0.4808183350488351;"SRW5"
0.27022084717458805;"SM1_DzZ"
0.312118038445425;"PubchemFP261"
0.3278017162567545;"avalon_fp737"
0.31148782339500225;"avalon_fp763"
0.26432656697184725;"ATS4s"
0.29239214408284453;"SpMin5_Bhi"
0.2915071263155189;"SpMin8_Bhp"
0.32550236082339656;"PubchemFP699"
0.32019749567384975;"ATS8e"
0.5196585061842943;"ATS0p"
0.35865549234422617;"avalon_fp617"
0.3279256366474685;"avalon_fp526"
0.36113972193638594;"AATS2p"
0.510587964214723;"AATS7m"
0.3370867931079762;"maxaasC"
0.27048688013315836;"ATS2s"
0.26708723269155554;"avalon_fp423"
0.32030032768265865;"avalon_fp506"
0.35433711709420695;"PubchemFP777"
0.3351093758623969;"avalon_fp768"
0.26807811959521755;"avalon_fp497"
0.3277906216368304;"PubchemFP555"
0.3313429765951996;"JGI7"
0.4336983283055653;"nssssSn"
0.36489134922371813;"avalon_fp384"
0.281533978061767;"ATS3s"
0.3068226286159578;"avalon_fp74"
0.5151339559721478;"SpMin1_Bhm"
0.3044473125430328;"ETA_Shape_P"
0.28533757684038313;"avalon_fp302"
0.5175047516274526;"minssssSn"
0.46637993089180324;"ATS8m"
0.4041180781430315;"avalon_fp202"
0.28141638645502437;"PubchemFP712"
0.41909732541371947;"avalon_fp19"
0.2526747345674571;"WTPT-3"
0.3142349846156689;"avalon_fp712"
0.27129914842448416;"SpMin5_Bhs"
0.245726699118393;"n5Ring"
0.245726699118393;"nT5Ring"
0.2774659674114689;"ETA_EtaP_F_L"
0.26041842329353004;"avalon_fp311"
0.2736867274476657;"PubchemFP697"
0.32546846719901534;"avalon_fp500"
0.28287793705581243;"ATS5s"
0.3027392621860463;"AATS3m"
0.31570570611702026;"PubchemFP679"
0.35679730892142175;"avalon_fp195"
0.3217926921458715;"avalon_fp339"
0.22981830053216265;"NumHeteroAtoms"
0.33080624256716107;"GATS7i"
0.4553929302185126;"minaaaC"
0.5123921264808862;"SssssSn"
0.32772653599480367;"PubchemFP143"
0.3959977949681511;"PubchemFP80"
0.4358935327008622;"NumAromaticHeterocycles"
0.2463180806905365;"SpMAD_Dzs"
0.2622961314722767;"GATS6p"
0.3536513629264078;"PubchemFP492"
0.42557970780359866;"IC2"
0.25213398242646007;"avalon_fp691"
0.4125292225832462;"PubchemFP619"
0.27687558550102226;"SpMax4_Bhs"
0.36946235089769225;"PubchemFP592"
0.260443932435842;"ATS7s"
0.28892810944817937;"avalon_fp719"
0.42511437848028943;"maxdssC"
0.23648343277603487;"slogp_VSA12"
0.2633847171455211;"avalon_fp310"
0.33162628414860224;"avalon_fp672"
0.31375824366421495;"VC-5"
0.38724816564823733;"ASP-4"
0.26081042816657124;"ATS6s"
0.41824040113304606;"PubchemFP573"
0.2807380352606384;"avalon_fp543"
0.23305745465624703;"MQN35"
0.30333046451616913;"avalon_fp1003"
0.49853816717292804;"Kier2"
0.27225181352704;"avalon_fp856"
0.32221993722773856;"avalon_fp650"
0.24855414760189815;"avalon_fp156"
0.3066364461630886;"JGI6"
0.4208137226905274;"SpMAD_Dzp"
0.2813410049559415;"avalon_fp440"
0.29342169356606207;"PubchemFP800"
0.2775549117447654;"ATS8s"
0.23029880705767825;"MQN25"
0.30164599508500406;"avalon_fp151"
0.42997872685236954;"MQN3"
0.28211074156520716;"SIC5"
0.30145596324308277;"AATS6m"
0.2935718017542983;"avalon_fp378"
0.28720243826341846;"GATS7p"
0.2877075523514404;"avalon_fp997"
0.42750962850481794;"nCl"
0.23351939162421695;"avalon_fp147"
0.3181900922219415;"avalon_fp254"
0.431439963539884;"nsCl"
0.25320691604552553;"SpMin6_Bhi"
0.3105063860318983;"PubchemFP543"
0.4457644543360079;"SpMax1_Bhp"
0.297905211219665;"avalon_fp403"
0.42912281638213834;"SpMin8_Bhm"
0.2614495155599106;"MIC0"
0.23326631494315095;"peoe_VSA10"
0.32441175433296954;"avalon_fp10"
0.26937619968156457;"avalon_fp374"
0.24689526458902528;"avalon_fp414"
0.30142946692139155;"avalon_fp402"
0.3093288345545252;"PubchemFP587"
0.2448038219221722;"avalon_fp976"
0.258840900071013;"avalon_fp303"
0.28569234549160394;"avalon_fp786"
0.33599518690420316;"avalon_fp618"
0.4480919020284764;"GATS7v"
0.26591711857744793;"avalon_fp91"
0.2595353806504126;"avalon_fp98"
0.245231353561063;"avalon_fp81"
0.2686324370064455;"avalon_fp28"
0.25803601129933124;"GATS8c"
0.286684971220891;"PubchemFP737"
0.27531853895464686;"avalon_fp974"
0.27313935483512775;"PubchemFP386"
0.4253531244876789;"GATS5p"
0.22373118109802215;"avalon_fp839"
0.2836399536904673;"PubchemFP11"
0.25707237963495383;"SpMax3_Bhs"
0.429725983083997;"ETA_dBeta"
0.2553343481792034;"avalon_fp833"
0.26769722194051926;"avalon_fp24"
0.2476566572487961;"CIC5"
0.3146157824576724;"PubchemFP442"
0.354503836695225;"AATS8e"
0.2619412747435951;"avalon_fp552"
0.35733817709868354;"SpMin2_Bhm"
0.28278587176306147;"PubchemFP582"
0.28936855445446025;"AATS4m"
0.28089435304126564;"GATS8e"
0.254743116695974;"avalon_fp646"
0.24751940567720476;"avalon_fp915"
0.3011851358736815;"avalon_fp530"
0.27520955719797324;"avalon_fp30"
0.30725445463839773;"avalon_fp368"
0.2858602120716173;"avalon_fp307"
0.29072008104368785;"SpMin6_Bhs"
0.35308013482275447;"avalon_fp817"
0.2594216806710758;"avalon_fp595"
0.22273794463792781;"nX"
0.2898622300392894;"avalon_fp6"
0.48268394544229637;"RotBFrac"
0.25124012297429804;"SC-5"
0.324085377726281;"nTRing"
0.26379350212982644;"avalon_fp387"
0.29649929506848516;"avalon_fp457"
0.2551005016889132;"PubchemFP200"
0.343276831590861;"maxdsCH"
0.28982247706728936;"avalon_fp487"
0.2724743782679598;"PubchemFP576"
0.24713526993617874;"PubchemFP609"
0.28942096579289917;"PubchemFP37"
0.23242637222850548;"avalon_fp663"
0.2426060824685307;"PubchemFP755"
0.28670116995373196;"PubchemFP763"
0.22619274457423677;"SM1_Dzi"
0.24224256313373935;"ETA_EtaP_L"
0.3020420931939221;"PubchemFP453"
0.3566223550153228;"maxsCl"
0.31943582820108957;"mindsCH"
0.28701851174655657;"PubchemFP482"
0.2680442845596763;"avalon_fp641"
0.24838176137809004;"avalon_fp577"
0.2877044955243121;"Split Value 3"
0.2904738774827393;"PubchemFP396"
0.20376332955083568;"avalon_fp110"
0.2806910359179948;"avalon_fp790"
0.20097368796021325;"avalon_fp908"
0.288965510684181;"maxHdsCH"
0.24246467571531283;"avalon_fp27"
0.2413151730611465;"BCUTw-1h"
0.40587773584159675;"DELS2"
0.28335403373853274;"PubchemFP472"
0.28335403373853274;"PubchemFP506"
0.24726919237151243;"avalon_fp494"
0.2846121808635445;"PubchemFP358"
0.32693844230612734;"PubchemFP340"
0.2835806076020464;"PubchemFP387"
0.28606559774945767;"AATS7e"
0.2691269454085869;"avalon_fp756"
0.27718911446383926;"avalon_fp891"
0.28255266158842113;"avalon_fp79"
0.351737040306102;"PubchemFP574"
0.37283812966946567;"SM1_Dze"
0.2703077101129142;"avalon_fp703"
0.2344558832675214;"avalon_fp520"
0.2245314863678539;"avalon_fp831"
0.2756012587258304;"avalon_fp755"
0.21372679850020507;"nBondsD"
0.41613741304846874;"SsCl"
0.39761573722195875;"hmin"
0.3007649423619058;"avalon_fp523"
0.2165083130194805;"peoe_VSA6"
0.21983293154381559;"avalon_fp633"
0.22065838518032202;"avalon_fp560"
0.2175519214044388;"avalon_fp594"
0.2771659361104097;"avalon_fp264"
0.27638868960314517;"AMW"
0.32782667358100986;"minsCl"
0.24331604908752572;"avalon_fp153"
0.23260087647472014;"avalon_fp84"
0.23551301907958969;"avalon_fp673"
0.26832907565244174;"avalon_fp941"
0.18979857802980607;"avalon_fp638"
0.2670860869327738;"PubchemFP558"
0.2585001458581974;"avalon_fp261"
0.22592546045724396;"avalon_fp255"
0.2343153269817628;"WTPT-5"
0.25580112614570133;"avalon_fp1024"
0.2543661115699333;"avalon_fp695"
0.2165315090450756;"nHeteroRing"
0.25946091233889623;"avalon_fp894"
0.3040995649326384;"PubchemFP341"
0.24927640170489246;"avalon_fp121"
0.34333517695221827;"PubchemFP548"
0.24657286453690905;"GGI10"
0.2630601008800872;"PubchemFP454"
0.2358321771841101;"avalon_fp138"
0.32592647118037193;"PubchemFP641"
0.2822614065848972;"minHdsCH"
0.2597194822441572;"peoe_VSA8"
0.26538962415919864;"PubchemFP342"
0.27351455052889856;"PubchemFP403"
0.3832419809190507;"ATS0s"
0.2050845124731355;"avalon_fp899"
0.20051599510440735;"VE2_Dze"
0.2730822261036374;"avalon_fp705"
0.1897992701759197;"NumAliphaticCarbocycles"
0.2117834197684644;"avalon_fp233"
0.28420578219704806;"avalon_fp529"
0.2799615446386753;"avalon_fp42"
0.2259315614260944;"SpMin5_Bhm"
0.3740620928934759;"PubchemFP374"
0.20724535562537247;"avalon_fp100"
0.23436043440620555;"PubchemFP561"
0.3591169253064418;"minaasN"
0.35728351229430316;"maxaasN"
0.2538876417999652;"BIC5"
0.2580820805107599;"PubchemFP826"
0.23292888470298398;"SIC4"
